companyId,name,nameEn,kana,corporateNumber,corporationType,nikkeiCode,badges,tags,createdAt,updatedAt,updateDate,updateCount,changeCount,qualificationGrade,prefecture,address,headquartersAddress,postalCode,location,departmentLocation,phoneNumber,contactPhoneNumber,fax,email,companyUrl,contactFormUrl,representativeName,representativeKana,representativeTitle,representativeBirthDate,representativePhone,representativePostalCode,representativeHomeAddress,representativeRegisteredAddress,representativeAlmaMater,executives,executiveName1,executiveName2,executiveName3,executiveName4,executiveName5,executiveName6,executiveName7,executiveName8,executiveName9,executiveName10,executivePosition1,executivePosition2,executivePosition3,executivePosition4,executivePosition5,executivePosition6,executivePosition7,executivePosition8,executivePosition9,executivePosition10,industry,industryLarge,industryMiddle,industrySmall,industryDetail,industries,industryCategories,businessDescriptions,businessItems,businessSummary,specialties,demandProducts,specialNote,capitalStock,revenue,latestRevenue,latestProfit,revenueFromStatements,operatingIncome,totalAssets,totalLiabilities,netAssets,issuedShares,financials,listing,marketSegment,latestFiscalYearMonth,fiscalMonth,fiscalMonth1,fiscalMonth2,fiscalMonth3,fiscalMonth4,fiscalMonth5,revenue1,revenue2,revenue3,revenue4,revenue5,profit1,profit2,profit3,profit4,profit5,employeeCount,employeeNumber,factoryCount,officeCount,storeCount,averageAge,averageYearsOfService,averageOvertimeHours,averagePaidLeave,femaleExecutiveRatio,established,dateOfEstablishment,founding,foundingYear,acquisition,clients,suppliers,subsidiaries,affiliations,shareholders,banks,bankCorporateNumber,departmentName1,departmentName2,departmentName3,departmentName4,departmentName5,departmentName6,departmentName7,departmentAddress1,departmentAddress2,departmentAddress3,departmentAddress4,departmentAddress5,departmentAddress6,departmentAddress7,departmentPhone1,departmentPhone2,departmentPhone3,departmentPhone4,departmentPhone5,departmentPhone6,departmentPhone7,overview,companyDescription,businessDescriptions,salesNotes,urls,profileUrl,externalDetailUrl,facebook,linkedin,wantedly,youtrust,metaKeywords
1000020398462,高幡消防組合,,,1000020398462,,,,,,2025-12-07T17:23:14.326Z,,,,,,高知県須崎市山手町1-7,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高幡消防組合; 企業詳細; 高幡消防組合; 法人番号：1000020398462; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,高幡消防組合  企業詳細  高幡消防組合  法人番号：1000020398462  基本情報 部署 人物 代表者名 - 住所 高知県須崎市山手町1-7 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000020398462,,,,,,,,,,,,,,,,,,,,,,高幡消防組合  企業詳細  高幡消防組合  法人番号：1000020398462  基本情報 部署 人物 代表者名 - 住所 高知県須崎市山手町1-7 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000020402109,八女市,,,1000020402109,,,,,,2025-12-04T02:09:24.179Z,,,,,,福岡県八女市本町647,,,,,0943-23-1111,,,,http://www.city.yame.fukuoka.jp/,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,,,,,,八女市; 企業詳細; 八女市; 法人番号：1000020402109; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402109,,,,,,,,,,,,,,,,,,,,,,八女市  企業詳細  八女市  法人番号：1000020402109  基本情報 部署 人物 代表者名 - 住所 福岡県八女市本町647 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0943-23-1111 URL http://www.city.yame.fukuoka.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000020402117,筑後市,,,1000020402117,,,,,,2025-12-04T02:09:24.123Z,,,,,,福岡県筑後市大字山ノ井898,,,,,0942-53-4111,,,,http://www.city.chikugo.fukuoka.jp/,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,,,,,,筑後市; 企業詳細; 筑後市; 法人番号：1000020402117; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402117,,,,,,,,,,,,,,,,,,,,,,筑後市  企業詳細  筑後市  法人番号：1000020402117  基本情報 部署 人物 代表者名 - 住所 福岡県筑後市大字山ノ井898 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0942-53-4111 URL http://www.city.chikugo.fukuoka.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000020402125,大川市,,,1000020402125,,,,,,2025-12-04T02:09:24.056Z,,,,,,福岡県大川市大字酒見256-1,,,,,0944-87-2101,,,,http://www.city.okawa.fukuoka.jp/,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,,,,,,大川市; 企業詳細; 大川市; 法人番号：1000020402125; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402125,,,,,,,,,,,,,,,,,,,,,,大川市  企業詳細  大川市  法人番号：1000020402125  基本情報 部署 人物 代表者名 - 住所 福岡県大川市大字酒見256-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0944-87-2101 URL http://www.city.okawa.fukuoka.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000020402133,行橋市,,,1000020402133,,,,,,2025-12-04T02:09:24.010Z,,,,,,福岡県行橋市中央1丁目1-1,,1056021,,,0930-25-1111,,,Kingdomline@gdpr-rep.com,http://www.city.yukuhashi.fukuoka.jp/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,LINEヤフー株式会社の企業情報のページです。,,,,,行橋市; 企業詳細; 行橋市; 法人番号：1000020402133; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402133,,,,,,,,,,,,,,,,,,,,,,行橋市  企業詳細  行橋市  法人番号：1000020402133  基本情報 部署 人物 代表者名 - 住所 福岡県行橋市中央1丁目1-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0930-25-1111 URL http://www.city.yukuhashi.fukuoka.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020402141,豊前市,,,1000020402141,,,,,,2025-12-04T02:09:23.946Z,,,,,,福岡県豊前市大字吉木955,,1056021,,,0979-82-1111,,,Kingdomline@gdpr-rep.com,http://www.city.buzen.lg.jp/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 卸売業・小売業; 大分類; 不動産業・物品賃貸業; 大分類; 公務（他に分類されるものを除く）; 中分類; 無店舗小売業; 中分類; 不動産取引業; 中分類; 不動産賃貸業・管理業; 中分類; 地方公務; 小分類; 通信販売・訪問販売小売業; 小分類; 建物売買業，土地売買業; 小分類; 不動産管理業; 小分類; 市町村機関; 細分類; 無店舗小売業（飲食料品小売）; 細分類; 土地売買業; 細分類; 不動産管理業; 細分類; 市町村機関,卸売業・小売業; 不動産業・物品賃貸業; 公務（他に分類されるものを除く）,無店舗小売業; 不動産取引業; 不動産賃貸業・管理業; 地方公務,通信販売・訪問販売小売業; 建物売買業，土地売買業; 不動産管理業; 市町村機関,無店舗小売業（飲食料品小売）; 土地売買業; 不動産管理業; 市町村機関,,,LINEヤフー株式会社の企業情報のページです。,,,,,豊前市; 企業詳細; 豊前市; 法人番号：1000020402141; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,1000,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,1,,,,,,,,,,1973年6月1日,,,,,,,,,,,1000020402141,,,,,,,,,,,,,,,,,,,,,,豊前市  企業詳細  豊前市  法人番号：1000020402141  基本情報 部署 人物 代表者名 - 住所 福岡県豊前市大字吉木955 売上 - 従業員数 1 ~ 5人 資本金 1000 ~ 1000万円 設立 1973年6月1日 上場区分 非上場 決算月 - 業種  大分類 卸売業・小売業  大分類 不動産業・物品賃貸業  大分類 公務（他に分類されるものを除く）  中分類 無店舗小売業  中分類 不動産取引業  中分類 不動産賃貸業・管理業  中分類 地方公務  小分類 通信販売・訪問販売小売業  小分類 建物売買業，土地売買業  小分類 不動産管理業  小分類 市町村機関  細分類 無店舗小売業（飲食料品小売）  細分類 土地売買業  細分類 不動産管理業  細分類 市町村機関  電話番号 0979-82-1111 URL http://www.city.buzen.lg.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020402249,福津市,,,1000020402249,,,,,,2025-12-04T02:09:23.882Z,,,,,,福岡県福津市中央1丁目1番1号,,1056021,,,0940-42-1111,,,Kingdomline@gdpr-rep.com,http://city.fukutsu.lg.jp/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,LINEヤフー株式会社の企業情報のページです。,,,,,福津市; 企業詳細; 福津市; 法人番号：1000020402249; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402249,,,,,,,,,,,,,,,,,,,,,,福津市  企業詳細  福津市  法人番号：1000020402249  基本情報 部署 人物 代表者名 - 住所 福岡県福津市中央1丁目1番1号 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0940-42-1111 URL http://city.fukutsu.lg.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020402257,うきは市,,,1000020402257,,,,,,2025-12-04T02:09:23.834Z,,,,,,福岡県うきは市吉井町新治316,,1056021,,,0943-75-3111,,,Kingdomline@gdpr-rep.com,http://www.city.ukiha.fukuoka.jp/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,LINEヤフー株式会社の企業情報のページです。,,,,,うきは市; 企業詳細; うきは市; 法人番号：1000020402257; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402257,,,,,,,,,,,,,,,,,,,,,,うきは市  企業詳細  うきは市  法人番号：1000020402257  基本情報 部署 人物 代表者名 - 住所 福岡県うきは市吉井町新治316 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0943-75-3111 URL http://www.city.ukiha.fukuoka.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020402265,宮若市,,,1000020402265,,,,,,2025-12-04T02:09:23.777Z,,,,,,福岡県宮若市宮田29-1,,1056021,,,0949-32-0510,,,Kingdomline@gdpr-rep.com,http://www.city.miyawaka.lg.jp/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,LINEヤフー株式会社の企業情報のページです。,,,,,宮若市; 企業詳細; 宮若市; 法人番号：1000020402265; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402265,,,,,,,,,,,,,,,,,,,,,,宮若市  企業詳細  宮若市  法人番号：1000020402265  基本情報 部署 人物 代表者名 - 住所 福岡県宮若市宮田29-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0949-32-0510 URL http://www.city.miyawaka.lg.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020402273,嘉麻市,,,1000020402273,,,,,,2025-12-04T02:09:23.712Z,,,,,,福岡県嘉麻市岩崎1180-1,,1056021,,,0948-62-5353,,,Kingdomline@gdpr-rep.com,http://www.city.kama.lg.jp/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,LINEヤフー株式会社の企業情報のページです。,,,,,嘉麻市; 企業詳細; 嘉麻市; 法人番号：1000020402273; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402273,,,,,,,,,,,,,,,,,,,,,,嘉麻市  企業詳細  嘉麻市  法人番号：1000020402273  基本情報 部署 人物 代表者名 - 住所 福岡県嘉麻市岩崎1180-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0948-62-5353 URL http://www.city.kama.lg.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020402281,朝倉市,,,1000020402281,,,,,,2025-12-04T02:09:23.651Z,,,,,,福岡県朝倉市菩提寺412-2,,1056021,,,0946-22-1111,092-984-1118,,kyuusandai@relo.jp,http://www.city.asakura.lg.jp/www/toppage/0000000000000/APM03000.html,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 地方公務; 小分類; 市町村機関; 細分類; 市町村機関,公務（他に分類されるものを除く）,地方公務,市町村機関,市町村機関,,,駅前不動産の店舗一覧ページです。担当エリアごとに店舗をご紹介しています。,,,,,朝倉市; 企業詳細; 朝倉市; 法人番号：1000020402281; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020402281,,,,,,,,,,,,,,,,,,,,,,朝倉市  企業詳細  朝倉市  法人番号：1000020402281  基本情報 部署 人物 代表者名 - 住所 福岡県朝倉市菩提寺412-2 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 地方公務  小分類 市町村機関  細分類 市町村機関  電話番号 0946-22-1111 URL http://www.city.asakura.lg.jp/www/toppage/0000000000000/APM03000.html 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,駅前不動産の店舗一覧ページです。担当エリアごとに店舗をご紹介しています。,駅前不動産の店舗一覧ページです。担当エリアごとに店舗をご紹介しています。,,,,,https://www.facebook.com/ekimae.hld,,,,
1000020408808,豊前市外二町財産組合,,,1000020408808,,,,,,2025-12-07T17:23:14.326Z,,,,,,福岡県豊前市大字八屋2026,,1056021,,,-,,,Kingdomline@gdpr-rep.com,https://atrae.co.jp/external_transmission/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINEヤフー株式会社の企業情報のページです。,,,,,豊前市外二町財産組合; 企業詳細; 豊前市外二町財産組合; 法人番号：1000020408808; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,豊前市外二町財産組合  企業詳細  豊前市外二町財産組合  法人番号：1000020408808  基本情報 部署 人物 代表者名 - 住所 福岡県豊前市大字八屋2026 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000020408808,,,,,,,,,,,,,,,,,,,,,,豊前市外二町財産組合  企業詳細  豊前市外二町財産組合  法人番号：1000020408808  基本情報 部署 人物 代表者名 - 住所 福岡県豊前市大字八屋2026 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020408956,春日・大野城・那珂川消防組合,,,1000020408956,,,,,,2025-12-07T17:23:14.326Z,,,,,,福岡県春日市春日2丁目2-1,,1056021,,,-,,,Kingdomline@gdpr-rep.com,https://atrae.co.jp/external_transmission/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINEヤフー株式会社の企業情報のページです。,,,,,春日・大野城・那珂川消防組合; 企業詳細; 春日・大野城・那珂川消防組合; 法人番号：1000020408956; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,春日・大野城・那珂川消防組合  企業詳細  春日・大野城・那珂川消防組合  法人番号：1000020408956  基本情報 部署 人物 代表者名 - 住所 福岡県春日市春日2丁目2-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000020408956,,,,,,,,,,,,,,,,,,,,,,春日・大野城・那珂川消防組合  企業詳細  春日・大野城・那珂川消防組合  法人番号：1000020408956  基本情報 部署 人物 代表者名 - 住所 福岡県春日市春日2丁目2-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020408964,福岡県田川地区消防組合,,,1000020408964,,,,,,2025-12-07T17:23:14.326Z,,,,,,福岡県田川市大字川宮1570,,1056021,,,-,,,Kingdomline@gdpr-rep.com,https://atrae.co.jp/external_transmission/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINEヤフー株式会社の企業情報のページです。,,,,,福岡県田川地区消防組合; 企業詳細; 福岡県田川地区消防組合; 法人番号：1000020408964; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000020408964,,,,,,,,,,,,,,,,,,,,,,福岡県田川地区消防組合  企業詳細  福岡県田川地区消防組合  法人番号：1000020408964  基本情報 部署 人物 代表者名 - 住所 福岡県田川市大字川宮1570 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020408972,北筑昇華苑組合,,,1000020408972,,,,,,2025-12-07T17:23:14.326Z,,,,,,福岡県古賀市駅東1丁目1-1,,1056021,,,-,,,Kingdomline@gdpr-rep.com,https://atrae.co.jp/external_transmission/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINEヤフー株式会社の企業情報のページです。,,,,,北筑昇華苑組合; 企業詳細; 北筑昇華苑組合; 法人番号：1000020408972; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,北筑昇華苑組合  企業詳細  北筑昇華苑組合  法人番号：1000020408972  基本情報 部署 人物 代表者名 - 住所 福岡県古賀市駅東1丁目1-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000020408972,,,,,,,,,,,,,,,,,,,,,,北筑昇華苑組合  企業詳細  北筑昇華苑組合  法人番号：1000020408972  基本情報 部署 人物 代表者名 - 住所 福岡県古賀市駅東1丁目1-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020409120,甘木・朝倉広域市町村圏事務組合,,,1000020409120,,,,,,2025-12-07T17:23:14.326Z,,,,,,福岡県朝倉市一木18番地20,,1056021,,,-,,,Kingdomline@gdpr-rep.com,https://atrae.co.jp/external_transmission/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINEヤフー株式会社の企業情報のページです。,,,,,甘木・朝倉広域市町村圏事務組合; 企業詳細; 甘木・朝倉広域市町村圏事務組合; 法人番号：1000020409120; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,甘木・朝倉広域市町村圏事務組合  企業詳細  甘木・朝倉広域市町村圏事務組合  法人番号：1000020409120  基本情報 部署 人物 代表者名 - 住所 福岡県朝倉市一木18番地20 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000020409120,,,,,,,,,,,,,,,,,,,,,,甘木・朝倉広域市町村圏事務組合  企業詳細  甘木・朝倉広域市町村圏事務組合  法人番号：1000020409120  基本情報 部署 人物 代表者名 - 住所 福岡県朝倉市一木18番地20 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
1000020409260,三井水道企業団,,,1000020409260,,,,,,2025-12-07T17:23:14.326Z,,,,,,福岡県小郡市松崎753-2,,1056021,,,-,,,Kingdomline@gdpr-rep.com,https://atrae.co.jp/external_transmission/,,-,,代表取締役,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINEヤフー株式会社の企業情報のページです。,,,,,三井水道企業団; 企業詳細; 三井水道企業団; 法人番号：1000020409260; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,三井水道企業団  企業詳細  三井水道企業団  法人番号：1000020409260  基本情報 部署 人物 代表者名 - 住所 福岡県小郡市松崎753-2 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000020409260,,,,,,,,,,,,,,,,,,,,,,三井水道企業団  企業詳細  三井水道企業団  法人番号：1000020409260  基本情報 部署 人物 代表者名 - 住所 福岡県小郡市松崎753-2 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,LINEヤフー株式会社の企業情報のページです。,LINEヤフー株式会社の企業情報のページです。,,,,,,,,,
